,wl,o2_10,o2_11,o2_12,o2_13,o2_14,o2_15,o2_16,o2_17,o2_18,o2_19,o2_20,o2_21,o2_22,o2_23,o2_24,o2_25,o3_10,o3_11,o3_12,o3_13,o3_14,o3_15,o3_16,o3_17,o3_18,o3_19,o3_20,o3_21,o3_22,o3_23,o3_24,o3_25,h2o_10,h2o_11,h2o_12,h2o_13,h2o_14,h2o_15,h2o_16,h2o_17,h2o_18,h2o_19,h2o_20,h2o_21,h2o_22,h2o_23,h2o_24,h2o_25,no2_10,no2_11,no2_12,no2_13,no2_14,no2_15,no2_16,no2_17,no2_18,no2_19,no2_20,no2_21,no2_22,no2_23,no2_24,no2_25
67,317.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7642026898387562,0.7439254288534832,0.7241862413477791,0.7049707733243274,0.6862650882393745,0.6680558439865812,0.6503298924885024,0.6330741161739644,0.6162761227646549,0.5999239482599606,0.5840402885538057,0.5685097434687236,0.5534249742526862,0.5387405317473186,0.5244457142880065,0.5105300785453111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9988108,0.9986919,0.9985731,0.9984543,0.9983354999999999,0.9982167,0.9980979,0.9979792,0.9978604999999999,0.9977418,0.9976233,0.9975040999999999,0.9973856,0.9972669,0.9971482,0.9970296000000001
68,318.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7848114485632722,0.7660231114272991,0.7476846939054519,0.7297849586878189,0.7123140072448537,0.6952612425091939,0.6786168485218349,0.6623706589965654,0.6465135118718154,0.6310360314300092,0.6159618539587256,0.6011837267256632,0.5867913689612996,0.5727436501018108,0.5590322069365391,0.5456490166499521,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.998693,0.9985623,0.9984316999999999,0.9983011999999999,0.9981706,0.9980401,0.9979094999999999,0.9977790999999999,0.9976485999999999,0.997518,0.9973879000000001,0.9972572000000001,0.9971268,0.9969963,0.996866,0.9967355999999999
69,319.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8496403005193517,0.8359083502204546,0.8223980874043857,0.8091064057983528,0.7960294124718112,0.7831640028973688,0.7705062285100271,0.7580532602358432,0.7458013910724933,0.7337475119114514,0.7219145401483503,0.7102213459944328,0.6987426343662559,0.6874493875156056,0.6763386590807221,0.665407614060035,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9987643,0.9986406999999999,0.9985174000000001,0.9983939000000001,0.9982704,0.9981469999999999,0.9980235999999999,0.9979002,0.9977769000000001,0.9976533999999999,0.9975304,0.9974068000000001,0.9972834999999999,0.9971601000000001,0.9970369000000001,0.9969136000000001
70,320.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7972803890909145,0.7794212112380683,0.7619619841604675,0.7448938692771631,0.7282081046590884,0.7118961106319641,0.6959495402766999,0.6803600828881845,0.6651199364199236,0.6502210878607559,0.6356877569444117,0.6214171035927171,0.6074973884165554,0.5938892585480289,0.580586161804191,0.5675808588087343,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9986355,0.998499,0.9983628000000001,0.9982264999999999,0.9980901,0.9979539000000001,0.9978176,0.9976814,0.9975451999999999,0.9974089,0.9972731,0.9971367,0.9970005,0.9968643,0.9967282,0.9965921
71,321.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8918300673555659,0.8816785835675554,0.8716427035290875,0.8617210813279895,0.8519124596908149,0.8422153960964835,0.8326286347560286,0.8231511843761331,0.8137813999014669,0.8045184215950385,0.7953809224499216,0.7863074795977059,0.7773571731733402,0.7685088030501768,0.7597609984999709,0.7511128795852701,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9986851000000001,0.9985538,0.9984224,0.998291,0.9981595999999999,0.9980283000000001,0.9978971,0.9977658000000001,0.9976345,0.9975031999999999,0.9973723,0.9972408000000001,0.9971095999999999,0.9969783000000001,0.9968473,0.9967161
72,322.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8447005180965282,0.8305639289498177,0.8166638253510394,0.8029965113163081,0.7895577288370312,0.7763440235281149,0.7633513456199317,0.7505759595558869,0.7380146713933293,0.7256635056478752,0.7135456258942496,0.7015777348460354,0.6898364226441605,0.6782915299967036,0.6669398599540779,0.655778083418699,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9986363000000001,0.9984999,0.9983638000000001,0.9982274999999999,0.9980913,0.9979549999999999,0.9978189000000001,0.9976828999999999,0.9975466999999999,0.9974105,0.9972747,0.9971384,0.9970023000000001,0.9968662,0.9967302,0.9965943000000002
73,323.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8836748427981578,0.8728141305880694,0.8620868309303898,0.8514914722562166,0.8410262206578626,0.8306896632243185,0.8204801039839742,0.8103960099768622,0.8004359516869842,0.7905981389005875,0.7809026890845129,0.7712840480976396,0.7618045153814353,0.7524417215043362,0.7431939022630497,0.7340596306911216,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9985569999999999,0.9984128000000001,0.9982687,0.9981245000000001,0.9979803,0.9978363000000001,0.9976921999999999,0.9975480999999999,0.9974040999999999,0.99726,0.9971163000000001,0.996972,0.9968283000000001,0.9966841000000001,0.9965402,0.9963963
74,324.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9372280820868396,0.9311718804067579,0.9251549576273692,0.9191766307854202,0.9132370006947604,0.9073357088500256,0.9014725448190326,0.8956474330779127,0.8898599886053208,0.8841096372513582,0.8784092565996011,0.872720532940607,0.8670812482546326,0.8614782525820514,0.8559113835538548,0.8503806449353397,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9986010000000001,0.9984610999999999,0.9983213,0.9981815999999999,0.9980418,0.9979021999999999,0.9977625,0.9976228000000001,0.9974831000000001,0.9973434999999999,0.9972042,0.9970642,0.9969247999999999,0.996785,0.9966457000000001,0.9965061
75,325.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8879279504847368,0.877436173281727,0.8670683592736433,0.8568231254489496,0.8466986667436304,0.8366940768092713,0.8268075692007271,0.8170378636905536,0.8073837100166696,0.7978436363030981,0.7884368770139298,0.7791003405361401,0.7698942938250992,0.7607972125038334,0.7518075121164058,0.7429241658411163,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9984799999999999,0.9983280000000001,0.9981761999999998,0.9980243000000001,0.9978726000000001,0.9977207,0.997569,0.9974173000000001,0.9972655999999999,0.9971138,0.9969625,0.9968104999999999,0.9966589,0.9965072,0.9963556999999998,0.9962040999999999
76,326.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9413654389204126,0.9356946516436774,0.9300577970980226,0.9244550586392064,0.9188859638995652,0.9133505371739876,0.9078482852646036,0.9023793238215724,0.8969431875636894,0.8915398514604226,0.8861808312815009,0.8808306961199858,0.8755244553160157,0.8702500563750581,0.8650076638770375,0.8597966778474543,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9984555,0.9983011,0.9981469999999999,0.9979927,0.9978384,0.9976841999999999,0.9975299999999999,0.9973758,0.9972218,0.9970675999999999,0.9969138000000001,0.9967591999999998,0.9966054,0.9964513,0.9962972999999999,0.9961433000000001
