,wl,o2_10,o2_11,o2_12,o2_13,o2_14,o2_15,o2_16,o2_17,o2_18,o2_19,o2_20,o2_21,o2_22,o2_23,o2_24,o2_25,o3_10,o3_11,o3_12,o3_13,o3_14,o3_15,o3_16,o3_17,o3_18,o3_19,o3_20,o3_21,o3_22,o3_23,o3_24,o3_25,h2o_10,h2o_11,h2o_12,h2o_13,h2o_14,h2o_15,h2o_16,h2o_17,h2o_18,h2o_19,h2o_20,h2o_21,h2o_22,h2o_23,h2o_24,h2o_25,no2_10,no2_11,no2_12,no2_13,no2_14,no2_15,no2_16,no2_17,no2_18,no2_19,no2_20,no2_21,no2_22,no2_23,no2_24,no2_25
692,942.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8114225,0.7983969798396979,0.7860832,0.774419,0.7633483763348375,0.7528202752820276,0.7427886742788674,0.7332118000000001,0.7240514724051472,0.7152731715273171,0.7068641999999999,0.698741439748288,0.6909337,0.6833994000000001,0.6761176676117667,0.6690691,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
693,943.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7149175999999999,0.7009218700921871,0.6880459,0.6761098676109867,0.6649656664965666,0.6544923,0.6445902644590265,0.6351776635177663,0.6261870626187063,0.6175630235126047,0.6092778218555644,0.6012394601239459,0.5934709593470959,0.5859279000000001,0.5785890578589058,0.5714359,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
694,944.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7169924,0.7041656704165671,0.6923544692354471,0.6813745,0.6710799671079967,0.6613548,0.6521065652106566,0.643262,0.6347623,0.6265608626560862,0.6186373000000001,0.6109097610909761,0.6034056999999999,0.5960880999999999,0.5889413,0.5819519000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
695,945.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.815084,0.8011024801102479,0.7877491,0.774986,0.762777,0.751089,0.7398905,0.7291521,0.7188464,0.7089478,0.6994524999999999,0.6902767,0.6814607,0.6729643,0.6647688664768867,0.6568575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
696,946.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.815084,0.8011024801102479,0.7877491,0.774986,0.762777,0.751089,0.7398905,0.7291521,0.7188464,0.7089478,0.6994524999999999,0.6902767,0.6814607,0.6729643,0.6647688664768867,0.6568575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
697,947.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7352889085167117,0.7203446783351561,0.7064907195429437,0.6935845592187803,0.6815045922793224,0.6701462739159868,0.6594207174315821,0.6492512900541344,0.6395722586166392,0.6303276227592736,0.6214879112759483,0.61295452247443,0.6047492150233456,0.5968220290671415,0.5891467231760017,0.5817001426010194,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
698,948.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7617947273830558,0.7460987531850383,0.7314022813698859,0.7176194619583058,0.7046715814751966,0.6924877875509371,0.6810030494530604,0.6701583979303618,0.6599000340406671,0.6501789587044451,0.6409705372547659,0.6321746503645633,0.6238139715353168,0.615834657449902,0.6082065350112174,0.6009014046083457,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
699,949.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8039579397648905,0.7912908354278682,0.7793984071111688,0.7682004799093581,0.7576261859125227,0.7476122465143219,0.7381023406459415,0.7290469636022682,0.7204013508364726,0.7121260243790924,0.7042033556803349,0.6965505413420523,0.6891910433044289,0.6820833636677102,0.6752052398681113,0.6685368369850707,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
700,950.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8039579397648905,0.7912908354278682,0.7793984071111688,0.7682004799093581,0.7576261859125227,0.7476122465143219,0.7381023406459415,0.7290469636022682,0.7204013508364726,0.7121260243790924,0.7042033556803349,0.6965505413420523,0.6891910433044289,0.6820833636677102,0.6752052398681113,0.6685368369850707,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
701,951.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8115241384007043,0.7992203132567447,0.7876986599298813,0.7768872862463644,0.7667214057254301,0.7571420585341335,0.7480961551885283,0.7395358474927476,0.7314172593665245,0.7237011431076721,0.7163677580745523,0.7093375906784304,0.7026284300474583,0.6961985478160235,0.6900237757736727,0.6840827216357432,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
702,952.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7296790648395324,0.7159173863669546,0.7029633811853524,0.6906825453412727,0.6789715394857697,0.6677507671003069,0.6569586598710621,0.6465468525827968,0.6364771818863091,0.6267193013754412,0.6172696320887424,0.608045925632148,0.5990934391840953,0.5903773494150844,0.5818859655087725,0.5736084162475745,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
703,953.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8477819999999999,0.8360751000000001,0.8248646000000001,0.8141217,0.8038191803819179,0.7939319,0.7844359000000001,0.7753087,0.766529,0.7580776,0.7499531,0.7420853742085374,0.7345108,0.7271965,0.7201277720127772,0.7132912713291271,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
