#Index Export Column Header	x	y
1	430.914	0.131
2	440.736	0.188
3	450.124	0.204
4	469.454	0.231
6	469.895	0.242
7	479.946	0.255
8	488.800	0.266
9	498.802	0.274
10	508.410	0.281
11	517.892	0.286
12	528.052	0.288
13	537.927	0.290
14	547.769	0.291
15	556.676	0.290
16	566.776	0.287
17	576.247	0.285
18	585.915	0.280
19	595.590	0.276
20	605.363	0.275
21	615.298	0.274
22	624.947	0.271
23	634.766	0.268
24	644.501	0.263
25	654.336	0.261
26	663.942	0.254
27	673.577	0.251
28	683.244	0.246
29	693.092	0.242
30	702.498	0.238
31	712.353	0.232
32	721.675	0.228
33	732.155	0.224
34	741.614	0.219
35	751.445	0.216
36	760.911	0.210
37	770.543	0.206
38	780.494	0.202
39	790.581	0.198
40	799.713	0.194
41	809.742	0.189
42	819.290	0.185
43	829.439	0.182
44	838.889	0.178
45	848.451	0.174
46	858.235	0.171
47	868.270	0.168
48	877.547	0.163
49	887.242	0.160
50	897.191	0.156
51	906.890	0.154
52	915.996	0.152
53	926.214	0.147
54	935.762	0.145
55	945.459	0.142
56	955.417	0.139
57	964.783	0.136
58	975.031	0.132
59	984.791	0.130
60	994.691	0.127
61	1004.205	0.125
62	1013.371	0.120
63	1023.131	0.117
