#Index Export Column Header	x	y
1	430.352	0.046
2	440.285	0.036
3	450.914	0.027
4	459.919	0.018
5	470.533	0.013
6	480.217	0.009
7	490.696	0.008
8	500.345	0.010
9	510.580	0.013
10	520.339	0.018
11	530.842	0.024
12	540.154	0.031
13	549.999	0.039
14	560.229	0.050
15	569.911	0.057
16	580.511	0.068
17	590.107	0.082
18	600.688	0.097
19	610.288	0.109
20	620.395	0.122
21	630.016	0.133
22	639.988	0.147
23	650.251	0.158
24	659.715	0.171
25	670.333	0.181
26	679.731	0.195
27	690.384	0.207
28	699.932	0.219
29	710.442	0.231
30	720.172	0.243
31	730.339	0.253
32	739.893	0.264
33	750.396	0.273
34	760.162	0.283
35	770.458	0.294
36	780.153	0.302
37	789.848	0.312
38	800.187	0.319
39	809.908	0.330
40	820.257	0.339
41	829.913	0.347
42	840.075	0.355
43	849.770	0.364
44	860.405	0.372
45	870.089	0.379
46	880.243	0.386
47	890.165	0.394
48	899.968	0.400
49	910.053	0.408
50	919.741	0.413
51	930.112	0.420
52	939.841	0.428
53	950.185	0.433
54	959.993	0.438
55	970.245	0.441
56	979.806	0.445
57	990.091	0.452
58	1000.062	0.454
59	1010.103	0.458
60	1020.040	0.466
61	1029.783	0.469
62	1040.122	0.471
