#Index Export Column Header	x	y
1	420.274	0.163
2	430.837	0.116
3	440.415	0.129
4	450.598	0.151
5	460.268	0.174
6	470.659	0.192
7	480.272	0.219
8	490.757	0.241
9	500.560	0.262
10	510.728	0.282
11	520.327	0.302
12	530.769	0.320
13	540.580	0.338
14	550.235	0.357
15	560.548	0.370
16	570.282	0.386
17	580.851	0.398
18	590.458	0.410
19	600.687	0.433
20	610.241	0.449
21	620.530	0.459
22	630.403	0.469
23	639.800	0.478
24	650.180	0.489
25	660.130	0.502
26	670.361	0.510
27	679.966	0.519
28	690.416	0.526
29	699.969	0.534
30	710.523	0.543
31	720.354	0.550
32	730.612	0.557
33	740.181	0.562
34	750.400	0.568
35	760.061	0.573
36	770.522	0.579
37	780.208	0.583
38	789.984	0.587
39	800.220	0.592
40	809.846	0.595
41	820.444	0.601
42	830.006	0.604
43	840.410	0.609
44	850.140	0.612
45	860.740	0.615
46	870.236	0.620
47	880.759	0.621
48	890.167	0.627
49	900.205	0.631
50	910.534	0.632
51	919.979	0.634
52	930.238	0.638
53	940.258	0.638
54	950.191	0.641
55	959.940	0.644
56	970.170	0.645
57	979.974	0.645
58	990.687	0.649
59	1000.101	0.647
60	1010.869	0.655
61	1019.878	0.653
