#Index Export Column Header	x	y
1	419.835	0.171
2	429.837	0.252
3	440.001	0.260
4	450.007	0.269
5	459.834	0.270
6	470.032	0.273
7	479.977	0.275
8	490.214	0.277
9	500.168	0.271
10	509.936	0.274
11	519.921	0.267
12	530.041	0.262
13	539.855	0.262
14	549.886	0.253
15	560.014	0.247
16	569.913	0.244
17	579.890	0.240
18	590.037	0.233
19	599.946	0.227
20	609.904	0.220
21	619.901	0.218
22	630.021	0.206
23	639.869	0.205
24	649.917	0.201
25	660.245	0.194
26	669.992	0.190
27	680.106	0.186
28	689.929	0.181
29	700.187	0.176
30	710.189	0.172
31	719.951	0.168
32	730.210	0.164
33	740.251	0.160
34	749.879	0.156
35	760.024	0.152
36	770.091	0.148
37	780.147	0.144
38	789.785	0.140
39	799.945	0.137
40	809.864	0.133
41	819.921	0.131
42	830.053	0.127
43	840.034	0.123
44	850.059	0.121
45	860.010	0.118
46	869.974	0.115
47	880.031	0.113
48	890.054	0.109
49	899.837	0.106
50	910.154	0.104
51	920.150	0.102
52	929.962	0.103
53	939.867	0.098
54	949.793	0.096
55	960.035	0.095
56	970.106	0.091
57	979.866	0.091
58	989.872	0.088
59	999.781	0.088
60	1010.078	0.079
