#Index Export Column Header	x	y
1	420.859	0.187
2	430.819	0.248
3	440.830	0.262
4	451.100	0.269
5	460.527	0.281
6	470.306	0.284
7	480.938	0.288
8	490.917	0.289
9	500.990	0.288
10	510.883	0.286
11	520.848	0.283
12	530.789	0.281
13	540.556	0.277
14	550.249	0.272
15	560.911	0.267
16	570.225	0.259
17	580.898	0.251
18	590.407	0.246
19	600.511	0.244
20	610.239	0.240
21	620.239	0.235
22	630.429	0.229
23	640.393	0.225
24	649.933	0.219
25	660.325	0.214
26	670.115	0.209
27	680.154	0.204
28	690.080	0.200
29	699.970	0.195
30	709.779	0.191
31	720.383	0.186
32	729.868	0.181
33	739.782	0.177
34	750.114	0.172
35	759.842	0.168
36	770.164	0.165
37	779.992	0.161
38	789.780	0.157
39	799.593	0.153
40	809.509	0.150
41	819.583	0.145
42	829.792	0.142
43	839.675	0.139
44	849.391	0.135
45	859.625	0.133
46	869.550	0.130
47	879.515	0.127
48	888.982	0.124
49	899.635	0.120
50	909.279	0.117
51	919.276	0.116
52	929.369	0.113
53	939.140	0.112
54	949.303	0.109
55	959.488	0.107
56	969.192	0.103
57	978.983	0.102
58	989.001	0.099
59	999.210	0.096
60	1008.893	0.093
61	1019.146	0.093
62	1029.018	0.089
