#Index Export Column Header	x	y
1	419.875	0.199
2	430.438	0.262
3	440.403	0.266
4	450.182	0.270
5	460.030	0.270
6	470.419	0.261
7	480.175	0.264
8	490.555	0.259
9	500.139	0.254
10	510.448	0.250
11	520.255	0.244
12	530.089	0.238
13	540.129	0.233
14	550.204	0.228
15	560.229	0.221
16	570.143	0.214
17	580.516	0.207
18	590.197	0.197
19	600.590	0.195
20	610.649	0.191
21	620.433	0.185
22	630.311	0.180
23	640.583	0.174
24	650.750	0.170
25	660.593	0.166
26	670.789	0.161
27	680.589	0.156
28	690.325	0.151
29	700.438	0.148
30	710.706	0.144
31	720.790	0.140
32	730.576	0.137
33	740.626	0.133
34	750.948	0.129
35	760.402	0.126
36	770.360	0.122
37	780.776	0.119
38	790.565	0.116
39	800.500	0.112
40	810.898	0.109
41	820.978	0.107
42	830.846	0.104
43	840.547	0.102
44	850.533	0.099
45	860.931	0.097
46	871.137	0.095
47	881.108	0.092
48	890.954	0.090
49	900.903	0.087
50	911.115	0.085
51	921.133	0.084
52	930.795	0.082
53	940.703	0.080
54	950.782	0.077
55	961.144	0.077
56	971.150	0.075
57	981.238	0.073
58	990.614	0.073
59	1000.854	0.070
60	1011.378	0.067
61	1020.956	0.067
