#Index Export Column Header	x	y
1	419.698	0.066
2	430.434	0.015
3	439.729	0.009
4	450.115	0.007
5	460.282	0.008
6	470.375	0.012
7	479.525	0.018
8	490.415	0.026
9	499.708	0.035
10	510.248	0.046
11	519.664	0.058
12	530.402	0.070
13	539.455	0.084
14	549.438	0.096
15	559.960	0.109
16	569.456	0.123
17	580.022	0.135
18	589.370	0.154
19	600.177	0.172
20	609.738	0.186
21	620.195	0.201
22	629.609	0.215
23	639.025	0.227
24	649.459	0.243
25	659.418	0.254
26	669.744	0.267
27	679.510	0.282
28	689.854	0.292
29	699.319	0.304
30	709.828	0.314
31	719.403	0.326
32	729.729	0.336
33	739.503	0.346
34	749.923	0.357
35	759.714	0.365
36	770.091	0.375
37	779.426	0.384
38	789.175	0.391
39	800.043	0.399
40	809.486	0.409
41	819.722	0.415
42	829.163	0.423
43	839.945	0.431
44	849.416	0.438
45	860.115	0.445
46	869.569	0.453
47	879.941	0.457
48	889.128	0.466
49	899.173	0.470
50	909.772	0.478
51	919.265	0.483
52	929.796	0.482
53	939.407	0.491
54	949.691	0.497
55	959.484	0.499
56	969.881	0.503
57	979.522	0.510
58	989.952	0.511
59	999.919	0.513
60	1009.829	0.517
61	1019.849	0.523
62	1029.102	0.525
