#Index Export Column Header	x	y
1	419.956	0.093
2	430.653	0.031
3	440.351	0.034
4	450.409	0.045
5	459.935	0.059
6	470.340	0.074
7	480.041	0.091
8	490.706	0.109
9	499.837	0.124
10	510.570	0.144
11	520.150	0.162
12	530.427	0.179
13	540.027	0.196
14	549.795	0.212
15	559.864	0.229
16	569.993	0.243
17	580.464	0.257
18	589.884	0.279
19	600.332	0.298
20	609.851	0.314
21	620.191	0.328
22	629.906	0.341
23	639.514	0.354
24	649.947	0.366
25	659.740	0.379
26	670.109	0.392
27	679.538	0.403
28	689.917	0.413
29	699.689	0.425
30	710.016	0.435
31	719.753	0.441
32	730.266	0.450
33	739.940	0.459
34	750.062	0.467
35	760.039	0.476
36	770.139	0.482
37	779.784	0.490
38	789.763	0.495
39	799.940	0.501
40	809.391	0.509
41	820.005	0.515
42	829.715	0.521
43	839.896	0.526
44	849.855	0.531
45	860.038	0.537
46	869.799	0.541
47	880.283	0.545
48	889.887	0.551
49	899.294	0.555
50	909.893	0.562
51	919.421	0.565
52	929.949	0.567
53	939.480	0.571
54	949.739	0.573
55	959.617	0.577
56	970.195	0.580
57	990.189	0.581
58	999.816	0.586
59	1009.979	0.581
60	1019.619	0.594
61	1029.253	0.592
