#Index Export Column Header	x	y
1	429.975	0.024
2	439.886	0.032
3	450.152	0.048
4	460.025	0.064
5	469.987	0.082
6	479.857	0.100
7	490.000	0.117
8	499.928	0.135
9	509.949	0.152
10	520.048	0.167
11	530.160	0.181
12	540.109	0.196
13	549.933	0.207
14	559.987	0.215
15	569.918	0.230
16	579.895	0.239
17	590.086	0.246
18	600.082	0.256
19	609.792	0.261
20	620.000	0.264
21	630.095	0.267
22	639.905	0.274
23	650.050	0.276
24	659.981	0.283
25	670.099	0.286
26	680.200	0.283
27	690.061	0.287
28	699.882	0.287
29	710.048	0.287
30	719.994	0.287
31	730.217	0.287
32	740.090	0.284
33	750.055	0.284
34	760.086	0.283
35	770.042	0.283
36	780.116	0.280
37	789.981	0.277
38	799.857	0.277
39	810.088	0.274
40	819.985	0.266
41	829.949	0.268
42	839.832	0.262
43	850.189	0.262
44	859.996	0.259
45	870.128	0.258
46	879.874	0.255
47	890.130	0.249
48	900.027	0.248
49	909.960	0.244
50	920.015	0.243
51	930.040	0.238
52	940.053	0.237
53	950.004	0.235
54	960.520	0.231
55	969.968	0.231
56	979.870	0.225
57	990.013	0.220
58	1000.147	0.211
